"Instance_number","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,148,0,2983,0,1,1,0.047269,1,0.952731,0.090271,1,1,0.007852
1,147,1,2739,244,0.918203,0.993243,0.050936,0.993243,0.949064,0.096902,0.92175,1.077562,0.007872
2,144,4,2496,487,0.836742,0.972973,0.054545,0.972973,0.945455,0.1033,0.843181,1.153931,0.007893
3,144,4,2247,736,0.753269,0.972973,0.060226,0.972973,0.939774,0.11343,0.763654,1.274102,0.007894
4,141,7,1997,986,0.66946,0.952703,0.065949,0.952703,0.934051,0.12336,0.682849,1.395188,0.007947
5,138,10,1749,1234,0.586322,0.932432,0.073132,0.932432,0.926868,0.135627,0.602683,1.547136,0.00795
6,135,13,1502,1481,0.50352,0.912162,0.082468,0.912162,0.917532,0.151261,0.522836,1.744642,0.008014
7,134,14,1252,1731,0.419712,0.905405,0.096681,0.905405,0.903319,0.174707,0.44267,2.045328,0.00812
8,134,14,1250,1733,0.419041,0.905405,0.096821,0.905405,0.903179,0.174935,0.442031,2.048283,0.008213
9,134,14,1249,1734,0.418706,0.905405,0.096891,0.905405,0.903109,0.175049,0.441712,2.049765,0.008219
10,134,14,1248,1735,0.418371,0.905405,0.096961,0.905405,0.903039,0.175163,0.441393,2.051248,0.008408
11,134,14,1245,1738,0.417365,0.905405,0.097172,0.905405,0.902828,0.175508,0.440434,2.05571,0.008449
12,134,14,1243,1740,0.416695,0.905405,0.097313,0.905405,0.902687,0.175738,0.439796,2.058696,0.008468
13,134,14,1242,1741,0.416359,0.905405,0.097384,0.905405,0.902616,0.175853,0.439476,2.060192,0.008472
14,134,14,1241,1742,0.416024,0.905405,0.097455,0.905405,0.902545,0.175968,0.439157,2.06169,0.008494
15,134,14,1239,1744,0.415354,0.905405,0.097597,0.905405,0.902403,0.1762,0.438518,2.064694,0.008511
16,134,14,1238,1745,0.415018,0.905405,0.097668,0.905405,0.902332,0.176316,0.438199,2.066198,0.008561
17,134,14,1237,1746,0.414683,0.905405,0.097739,0.905405,0.902261,0.176432,0.437879,2.067706,0.008591
18,132,16,984,1999,0.329869,0.891892,0.11828,0.891892,0.88172,0.208861,0.356436,2.502252,0.008702
19,132,16,731,2252,0.245055,0.891892,0.152955,0.891892,0.847045,0.261128,0.275631,3.235821,0.008756
20,132,16,729,2254,0.244385,0.891892,0.15331,0.891892,0.84669,0.261645,0.274992,3.243337,0.008777
21,130,18,473,2510,0.158565,0.878378,0.215589,0.878378,0.784411,0.346205,0.19259,4.560867,0.008798
22,130,18,472,2511,0.15823,0.878378,0.215947,0.878378,0.784053,0.346667,0.192271,4.568443,0.008864
23,130,18,471,2512,0.157895,0.878378,0.216306,0.878378,0.783694,0.34713,0.191951,4.576044,0.008969
24,130,18,469,2514,0.157224,0.878378,0.217028,0.878378,0.782972,0.348059,0.191313,4.591323,0.009048
