"Instance_number","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,302,0,6976,0,1,1,0.041495,1,0.958505,0.079683,1,1,0.013834
1,289,13,6365,611,0.912414,0.956954,0.043433,0.956954,0.956567,0.083094,0.914262,1.046695,0.014053
2,276,26,5760,1216,0.825688,0.913907,0.045726,0.913907,0.954274,0.087094,0.829349,1.101958,0.014068
3,276,26,5759,1217,0.825545,0.913907,0.045733,0.913907,0.954267,0.087107,0.829211,1.10214,0.014224
4,267,35,5155,1821,0.738962,0.884106,0.049244,0.884106,0.950756,0.093291,0.744985,1.186743,0.014267
5,259,43,4560,2416,0.65367,0.857616,0.053746,0.857616,0.946254,0.101152,0.662132,1.295233,0.014299
6,249,53,3955,3021,0.566944,0.824503,0.059229,0.824503,0.940771,0.110519,0.577631,1.427387,0.014379
7,238,64,3350,3626,0.480218,0.788079,0.066332,0.788079,0.933668,0.122365,0.492993,1.598563,0.014541
8,230,72,2743,4233,0.393205,0.761589,0.077363,0.761589,0.922637,0.140458,0.408491,1.864395,0.014569
9,222,80,2140,4836,0.306766,0.735099,0.093988,0.735099,0.906012,0.166667,0.32454,2.265052,0.014585
10,222,80,2139,4837,0.306623,0.735099,0.094028,0.735099,0.905972,0.166729,0.324402,2.266011,0.014625
11,222,80,2138,4838,0.306479,0.735099,0.094068,0.735099,0.905932,0.166792,0.324265,2.266972,0.014692
12,215,87,1532,5444,0.21961,0.711921,0.123068,0.711921,0.876932,0.209858,0.240038,2.96586,0.014722
13,215,87,1531,5445,0.219467,0.711921,0.123139,0.711921,0.876861,0.209961,0.239901,2.967559,0.014808
14,215,87,1529,5447,0.21918,0.711921,0.12328,0.711921,0.87672,0.210166,0.239626,2.970962,0.014821
15,215,87,1526,5450,0.21875,0.711921,0.123492,0.711921,0.876508,0.210475,0.239214,2.976081,0.01489
16,215,87,1525,5451,0.218607,0.711921,0.123563,0.711921,0.876437,0.210578,0.239077,2.977792,0.014978
17,208,94,926,6050,0.132741,0.688742,0.183422,0.688742,0.816578,0.289694,0.155812,4.420337,0.015065
18,208,94,925,6051,0.132597,0.688742,0.183583,0.688742,0.816417,0.289895,0.155675,4.424239,0.015168
19,208,94,924,6052,0.132454,0.688742,0.183746,0.688742,0.816254,0.290098,0.155537,4.428147,0.015173
20,208,94,923,6053,0.132311,0.688742,0.183908,0.688742,0.816092,0.2903,0.1554,4.432062,0.015213
21,208,94,922,6054,0.132167,0.688742,0.184071,0.688742,0.815929,0.290503,0.155262,4.435984,0.015299
22,208,94,920,6056,0.131881,0.688742,0.184397,0.688742,0.815603,0.290909,0.154988,4.44385,0.01534
23,208,94,918,6058,0.131594,0.688742,0.184725,0.688742,0.815275,0.291317,0.154713,4.451743,0.015345
24,208,94,917,6059,0.131451,0.688742,0.184889,0.688742,0.815111,0.291521,0.154575,4.4557,0.015433
25,208,94,915,6061,0.131164,0.688742,0.185218,0.688742,0.814782,0.29193,0.154301,4.463635,0.015476
26,208,94,913,6063,0.130877,0.688742,0.185549,0.688742,0.814451,0.29234,0.154026,4.471599,0.015621
27,208,94,911,6065,0.130591,0.688742,0.18588,0.688742,0.81412,0.292752,0.153751,4.479591,0.015717
28,208,94,910,6066,0.130447,0.688742,0.186047,0.688742,0.813953,0.292958,0.153614,4.483598,0.01585
29,208,94,909,6067,0.130304,0.688742,0.186213,0.688742,0.813787,0.293164,0.153476,4.487612,0.015954
