"Instance_number","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,342,0,7940,0,1,1,0.041294,1,0.958706,0.079314,1,1,0.009387
1,332,10,7280,660,0.916877,0.97076,0.043615,0.97076,0.956385,0.08348,0.919102,1.056205,0.00965
2,324,18,6624,1316,0.834257,0.947368,0.046632,0.947368,0.953368,0.088889,0.838928,1.129261,0.009799
3,317,25,5955,1985,0.75,0.926901,0.050542,0.926901,0.949458,0.095857,0.757305,1.223946,0.009893
4,317,25,5954,1986,0.749874,0.926901,0.05055,0.926901,0.94945,0.095872,0.757184,1.224141,0.009908
5,317,25,5953,1987,0.749748,0.926901,0.050558,0.926901,0.949442,0.095886,0.757064,1.224337,0.010035
6,312,30,5291,2649,0.666373,0.912281,0.055684,0.912281,0.944316,0.104962,0.676527,1.348476,0.010048
7,312,30,5290,2650,0.666247,0.912281,0.055694,0.912281,0.944306,0.10498,0.676407,1.348716,0.010095
8,304,38,4601,3339,0.579471,0.888889,0.061978,0.888889,0.938022,0.115876,0.592248,1.500872,0.010134
9,298,44,3921,4019,0.493829,0.871345,0.070633,0.871345,0.929367,0.130673,0.509418,1.710472,0.01015
10,298,44,3920,4020,0.493703,0.871345,0.07065,0.871345,0.92935,0.130702,0.509297,1.710877,0.010191
11,297,45,3918,4022,0.493451,0.868421,0.070463,0.868421,0.929537,0.130349,0.508935,1.70635,0.010212
12,290,52,3267,4673,0.411461,0.847953,0.081529,0.847953,0.918471,0.148756,0.429486,1.974346,0.010241
13,286,56,2620,5320,0.329975,0.836257,0.098417,0.836257,0.901583,0.176108,0.350881,2.383305,0.010254
14,280,62,1946,5994,0.245088,0.818713,0.125786,0.818713,0.874214,0.218069,0.268776,3.046085,0.010304
15,280,62,1944,5996,0.244836,0.818713,0.125899,0.818713,0.874101,0.218239,0.268534,3.048824,0.010373
16,280,62,1943,5997,0.24471,0.818713,0.125956,0.818713,0.874044,0.218324,0.268413,3.050196,0.010423
17,280,62,1942,5998,0.244584,0.818713,0.126013,0.818713,0.873987,0.218409,0.268293,3.051568,0.010491
18,280,62,1941,5999,0.244458,0.818713,0.126069,0.818713,0.873931,0.218494,0.268172,3.052942,0.01051
19,280,62,1939,6001,0.244207,0.818713,0.126183,0.818713,0.873817,0.218665,0.26793,3.055694,0.01059
20,280,62,1937,6003,0.243955,0.818713,0.126297,0.818713,0.873703,0.218835,0.267689,3.058451,0.010591
21,280,62,1936,6004,0.243829,0.818713,0.126354,0.818713,0.873646,0.218921,0.267568,3.059831,0.010718
22,280,62,1935,6005,0.243703,0.818713,0.126411,0.818713,0.873589,0.219007,0.267447,3.061212,0.010753
23,280,62,1933,6007,0.243451,0.818713,0.126525,0.818713,0.873475,0.219178,0.267206,3.063979,0.010782
24,280,62,1931,6009,0.243199,0.818713,0.12664,0.818713,0.87336,0.21935,0.266965,3.06675,0.010808
25,279,63,1929,6011,0.242947,0.815789,0.126359,0.815789,0.873641,0.218824,0.266602,3.059949,0.010813
26,277,65,1270,6670,0.15995,0.809942,0.179056,0.809942,0.820944,0.293277,0.186791,4.336093,0.010887
27,277,65,1267,6673,0.159572,0.809942,0.179404,0.809942,0.820596,0.293743,0.186428,4.344518,0.010893
28,277,65,1266,6674,0.159446,0.809942,0.17952,0.809942,0.82048,0.293899,0.186308,4.347334,0.010962
29,277,65,1263,6677,0.159068,0.809942,0.17987,0.809942,0.82013,0.294368,0.185945,4.355802,0.010993
30,277,65,1262,6678,0.158942,0.809942,0.179987,0.809942,0.820013,0.294524,0.185825,4.358633,0.011018
31,277,65,1261,6679,0.158816,0.809942,0.180104,0.809942,0.819896,0.294681,0.185704,4.361467,0.011034
32,277,65,1260,6680,0.15869,0.809942,0.180221,0.809942,0.819779,0.294838,0.185583,4.364304,0.011055
33,277,65,1259,6681,0.158564,0.809942,0.180339,0.809942,0.819661,0.294995,0.185462,4.367146,0.011144
34,277,65,1257,6683,0.158312,0.809942,0.180574,0.809942,0.819426,0.295309,0.185221,4.372839,0.011285
35,277,65,1255,6685,0.15806,0.809942,0.180809,0.809942,0.819191,0.295624,0.184979,4.378548,0.011377
36,277,65,1254,6686,0.157935,0.809942,0.180927,0.809942,0.819073,0.295782,0.184859,4.381408,0.011475
37,277,65,1253,6687,0.157809,0.809942,0.181046,0.809942,0.818954,0.29594,0.184738,4.384272,0.011499
38,277,65,1252,6688,0.157683,0.809942,0.181164,0.809942,0.818836,0.296098,0.184617,4.387139,0.011566
39,276,66,1251,6689,0.157557,0.807018,0.180747,0.807018,0.819253,0.295345,0.184376,4.377026,0.011594
40,276,66,1250,6690,0.157431,0.807018,0.180865,0.807018,0.819135,0.295503,0.184255,4.379895,0.011631
41,276,66,1249,6691,0.157305,0.807018,0.180984,0.807018,0.819016,0.295661,0.184134,4.382767,0.011649
42,276,66,1246,6694,0.156927,0.807018,0.18134,0.807018,0.81866,0.296137,0.183772,4.391406,0.011702
43,276,66,1245,6695,0.156801,0.807018,0.18146,0.807018,0.81854,0.296296,0.183651,4.394293,0.011872
44,276,66,1243,6697,0.156549,0.807018,0.181698,0.807018,0.818302,0.296615,0.18341,4.400079,0.011921
45,276,66,1242,6698,0.156423,0.807018,0.181818,0.807018,0.818182,0.296774,0.183289,4.402977,0.011934
46,276,66,1241,6699,0.156297,0.807018,0.181938,0.807018,0.818062,0.296934,0.183168,4.40588,0.011985
47,275,67,1239,6701,0.156045,0.804094,0.181638,0.804094,0.818362,0.296336,0.182806,4.398615,0.011996
48,275,67,1235,6705,0.155542,0.804094,0.182119,0.804094,0.817881,0.296976,0.182323,4.410267,0.012047
49,275,67,1234,6706,0.155416,0.804094,0.18224,0.804094,0.81776,0.297137,0.182202,4.413189,0.012048
50,275,67,1231,6709,0.155038,0.804094,0.182603,0.804094,0.817397,0.297619,0.18184,4.421981,0.012126
51,275,67,1230,6710,0.154912,0.804094,0.182724,0.804094,0.817276,0.29778,0.181719,4.424919,0.012255
52,275,67,1229,6711,0.154786,0.804094,0.182846,0.804094,0.817154,0.297941,0.181599,4.427861,0.012267
53,275,67,1226,6714,0.154408,0.804094,0.183211,0.804094,0.816789,0.298426,0.181236,4.436711,0.012326
