"Instance_number","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,266,0,5574,0,1,1,0.045548,1,0.954452,0.087127,1,1,0.013289
1,254,12,5108,466,0.916398,0.954887,0.04737,0.954887,0.95263,0.090263,0.918151,1.040011,0.013627
2,254,12,5107,467,0.916218,0.954887,0.047379,0.954887,0.952621,0.090279,0.917979,1.040205,0.013656
3,243,23,4630,944,0.830642,0.913534,0.049867,0.913534,0.950133,0.094571,0.834418,1.094816,0.013821
4,235,31,4165,1409,0.747219,0.883459,0.053409,0.883459,0.946591,0.100729,0.753425,1.172591,0.013917
5,227,39,3690,1884,0.662002,0.853383,0.057953,0.853383,0.942047,0.108535,0.670719,1.272341,0.013976
6,218,48,3209,2365,0.575709,0.819549,0.063612,0.819549,0.936388,0.118061,0.586815,1.396605,0.014202
7,218,48,3208,2366,0.575529,0.819549,0.063631,0.819549,0.936369,0.118093,0.586644,1.397013,0.014253
8,210,56,2741,2833,0.491747,0.789474,0.071162,0.789474,0.928838,0.130556,0.505308,1.562361,0.014303
9,205,61,2282,3292,0.409401,0.770677,0.082429,0.770677,0.917571,0.148928,0.425856,1.809711,0.014328
10,197,69,1798,3776,0.322569,0.740602,0.098747,0.740602,0.901253,0.174259,0.34161,2.167976,0.014371
11,191,75,1319,4255,0.236634,0.718045,0.12649,0.718045,0.87351,0.21509,0.258562,2.777075,0.014376
12,191,75,1318,4256,0.236455,0.718045,0.126574,0.718045,0.873426,0.215211,0.25839,2.778915,0.014434
13,191,75,1317,4257,0.236276,0.718045,0.126658,0.718045,0.873342,0.215333,0.258219,2.780758,0.014462
14,191,75,1316,4258,0.236096,0.718045,0.126742,0.718045,0.873258,0.215454,0.258048,2.782603,0.014494
15,191,75,1315,4259,0.235917,0.718045,0.126826,0.718045,0.873174,0.215576,0.257877,2.784451,0.01461
16,191,75,1314,4260,0.235737,0.718045,0.12691,0.718045,0.87309,0.215697,0.257705,2.786301,0.014624
