"Instance_number","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,225,0,5027,0,1,1,0.042841,1,0.957159,0.082162,1,1,0.009057
1,217,8,4599,428,0.91486,0.964444,0.045058,0.964444,0.954942,0.086094,0.916984,1.051757,0.009184
2,210,15,4174,853,0.830316,0.933333,0.047901,0.933333,0.952099,0.091126,0.83473,1.118127,0.009252
3,210,15,4172,855,0.829918,0.933333,0.047923,0.933333,0.952077,0.091166,0.834349,1.118637,0.009414
4,204,21,3742,1285,0.74438,0.906667,0.051698,0.906667,0.948302,0.097818,0.751333,1.206744,0.009616
5,204,21,3740,1287,0.743982,0.906667,0.051724,0.906667,0.948276,0.097865,0.750952,1.207356,0.009618
6,201,24,3320,1707,0.660434,0.893333,0.057086,0.893333,0.942914,0.107314,0.670411,1.332515,0.009674
7,195,30,2893,2134,0.575492,0.866667,0.063148,0.866667,0.936852,0.117718,0.587966,1.474007,0.009758
8,192,33,2471,2556,0.491546,0.853333,0.072099,0.853333,0.927901,0.132964,0.507045,1.682954,0.009808
9,192,33,2470,2557,0.491347,0.853333,0.072126,0.853333,0.927874,0.13301,0.506855,1.683586,0.009827
10,192,33,2467,2560,0.49075,0.853333,0.072208,0.853333,0.927792,0.133148,0.506283,1.685486,0.009872
11,192,33,2465,2562,0.490352,0.853333,0.072262,0.853333,0.927738,0.133241,0.505903,1.686754,0.009875
12,189,36,2057,2970,0.40919,0.84,0.08415,0.84,0.91585,0.152975,0.427647,1.964239,0.009893
13,189,36,2054,2973,0.408594,0.84,0.084262,0.84,0.915738,0.15316,0.427075,1.966866,0.009997
14,187,38,1634,3393,0.325045,0.831111,0.102691,0.831111,0.897309,0.182796,0.346725,2.397032,0.010045
15,187,38,1632,3395,0.324647,0.831111,0.102804,0.831111,0.897196,0.182975,0.346344,2.399668,0.010088
16,185,40,1199,3828,0.238512,0.822222,0.133671,0.822222,0.866329,0.229956,0.263519,3.120167,0.010127
17,185,40,1198,3829,0.238313,0.822222,0.133767,0.822222,0.866233,0.2301,0.263328,3.122423,0.010169
18,184,41,774,4253,0.153969,0.817778,0.192067,0.817778,0.807933,0.311074,0.182407,4.483266,0.010204
19,184,41,773,4254,0.15377,0.817778,0.192268,0.817778,0.807732,0.311337,0.182216,4.487951,0.010217
20,184,41,771,4256,0.153372,0.817778,0.19267,0.817778,0.80733,0.311864,0.181835,4.49735,0.010287
21,184,41,769,4258,0.152974,0.817778,0.193075,0.817778,0.806925,0.312394,0.181455,4.506788,0.010299
22,184,41,768,4259,0.152775,0.817778,0.193277,0.817778,0.806723,0.312659,0.181264,4.511522,0.010365
23,184,41,767,4260,0.152576,0.817778,0.193481,0.817778,0.806519,0.312925,0.181074,4.516266,0.01037
24,184,41,766,4261,0.152377,0.817778,0.193684,0.817778,0.806316,0.313191,0.180883,4.52102,0.010475
25,184,41,764,4263,0.151979,0.817778,0.194093,0.817778,0.805907,0.313725,0.180503,4.530558,0.010525
26,184,41,763,4264,0.15178,0.817778,0.194298,0.817778,0.805702,0.313993,0.180312,4.535342,0.010582
27,184,41,762,4265,0.151581,0.817778,0.194503,0.817778,0.805497,0.314261,0.180122,4.540136,0.010588
28,184,41,761,4266,0.151383,0.817778,0.194709,0.817778,0.805291,0.31453,0.179931,4.544941,0.010628
29,184,41,760,4267,0.151184,0.817778,0.194915,0.817778,0.805085,0.314799,0.179741,4.549755,0.010651
30,184,41,757,4270,0.150587,0.817778,0.195537,0.817778,0.804463,0.315609,0.17917,4.56426,0.010669
31,184,41,754,4273,0.14999,0.817778,0.196162,0.817778,0.803838,0.316423,0.178599,4.578858,0.010674
32,184,41,752,4275,0.149592,0.817778,0.196581,0.817778,0.803419,0.316968,0.178218,4.588642,0.010696
33,184,41,749,4278,0.148995,0.817778,0.197213,0.817778,0.802787,0.317789,0.177647,4.603396,0.010767
34,184,41,748,4279,0.148796,0.817778,0.197425,0.817778,0.802575,0.318064,0.177456,4.608336,0.010781
35,184,41,747,4280,0.148598,0.817778,0.197637,0.817778,0.802363,0.318339,0.177266,4.613286,0.010804
36,184,41,746,4281,0.148399,0.817778,0.197849,0.817778,0.802151,0.318615,0.177075,4.618246,0.010807
37,184,41,745,4282,0.1482,0.817778,0.198062,0.817778,0.801938,0.318891,0.176885,4.623217,0.010822
38,184,41,744,4283,0.148001,0.817778,0.198276,0.817778,0.801724,0.319167,0.176695,4.628199,0.010892
39,184,41,743,4284,0.147802,0.817778,0.19849,0.817778,0.80151,0.319444,0.176504,4.633192,0.010897
40,184,41,742,4285,0.147603,0.817778,0.198704,0.817778,0.801296,0.319722,0.176314,4.638195,0.010911
41,184,41,740,4287,0.147205,0.817778,0.199134,0.817778,0.800866,0.320279,0.175933,4.648235,0.010927
42,184,41,738,4289,0.146807,0.817778,0.199566,0.817778,0.800434,0.320837,0.175552,4.658318,0.011018
43,184,41,736,4291,0.146409,0.817778,0.2,0.817778,0.8,0.321397,0.175171,4.668444,0.011037
44,184,41,735,4292,0.14621,0.817778,0.200218,0.817778,0.799782,0.321678,0.174981,4.673524,0.01105
45,184,41,733,4294,0.145813,0.817778,0.200654,0.817778,0.799346,0.322242,0.1746,4.683717,0.011086
46,184,41,731,4296,0.145415,0.817778,0.201093,0.817778,0.798907,0.322807,0.174219,4.693955,0.011145
47,184,41,729,4298,0.145017,0.817778,0.201533,0.817778,0.798467,0.323374,0.173839,4.704238,0.011178
48,184,41,728,4299,0.144818,0.817778,0.201754,0.817778,0.798246,0.323659,0.173648,4.709396,0.011332
49,184,41,726,4301,0.14442,0.817778,0.202198,0.817778,0.797802,0.324229,0.173267,4.719746,0.011349
50,184,41,724,4303,0.144022,0.817778,0.202643,0.817778,0.797357,0.324801,0.172887,4.730142,0.01138
51,184,41,722,4305,0.143624,0.817778,0.203091,0.817778,0.796909,0.325376,0.172506,4.740584,0.011411
52,184,41,721,4306,0.143426,0.817778,0.203315,0.817778,0.796685,0.325664,0.172315,4.745822,0.011425
53,184,41,718,4309,0.142829,0.817778,0.203991,0.817778,0.796009,0.326531,0.171744,4.761606,0.011433
54,184,41,715,4312,0.142232,0.817778,0.204672,0.817778,0.795328,0.327402,0.171173,4.777496,0.011595
55,184,41,714,4313,0.142033,0.817778,0.2049,0.817778,0.7951,0.327694,0.170982,4.782816,0.011628
56,184,41,712,4315,0.141635,0.817778,0.205357,0.817778,0.794643,0.328278,0.170602,4.793492,0.011691
57,184,41,710,4317,0.141237,0.817778,0.205817,0.817778,0.794183,0.328865,0.170221,4.804216,0.011844
58,184,41,709,4318,0.141038,0.817778,0.206047,0.817778,0.793953,0.329159,0.17003,4.809596,0.011938
59,184,41,707,4320,0.140641,0.817778,0.20651,0.817778,0.79349,0.329749,0.16965,4.820392,0.011973
60,184,41,706,4321,0.140442,0.817778,0.206742,0.817778,0.793258,0.330045,0.169459,4.825808,0.011986
61,183,42,705,4322,0.140243,0.813333,0.206081,0.813333,0.793919,0.328841,0.169078,4.81039,0.012088
62,183,42,704,4323,0.140044,0.813333,0.206313,0.813333,0.793687,0.329137,0.168888,4.815814,0.012103
63,183,42,702,4325,0.139646,0.813333,0.20678,0.813333,0.79322,0.32973,0.168507,4.826697,0.012146
64,183,42,701,4326,0.139447,0.813333,0.207014,0.813333,0.792986,0.330027,0.168317,4.832157,0.012176
65,182,43,699,4328,0.139049,0.808889,0.206583,0.808889,0.793417,0.329114,0.167746,4.822116,0.012264
66,182,43,698,4329,0.13885,0.808889,0.206818,0.808889,0.793182,0.329412,0.167555,4.827596,0.012267
67,182,43,696,4331,0.138452,0.808889,0.207289,0.808889,0.792711,0.330009,0.167174,4.838593,0.012295
68,182,43,695,4332,0.138253,0.808889,0.207526,0.808889,0.792474,0.330309,0.166984,4.84411,0.012317
69,182,43,694,4333,0.138055,0.808889,0.207763,0.808889,0.792237,0.330609,0.166794,4.84964,0.012348
70,182,43,693,4334,0.137856,0.808889,0.208,0.808889,0.792,0.330909,0.166603,4.855182,0.012384
71,182,43,691,4336,0.137458,0.808889,0.208477,0.808889,0.791523,0.331512,0.166222,4.866305,0.012489
72,182,43,689,4338,0.13706,0.808889,0.208955,0.808889,0.791045,0.332117,0.165842,4.877479,0.012576
73,182,43,688,4339,0.136861,0.808889,0.209195,0.808889,0.790805,0.33242,0.165651,4.883086,0.012605
74,182,43,686,4341,0.136463,0.808889,0.209677,0.808889,0.790323,0.333028,0.16527,4.894337,0.01262
75,182,43,685,4342,0.136264,0.808889,0.209919,0.808889,0.790081,0.333333,0.16508,4.899982,0.012641
76,182,43,683,4344,0.135866,0.808889,0.210405,0.808889,0.789595,0.333945,0.164699,4.911311,0.012694
77,180,45,680,4347,0.13527,0.8,0.209302,0.8,0.790698,0.331797,0.163747,4.885581,0.012705
78,180,45,679,4348,0.135071,0.8,0.209546,0.8,0.790454,0.332103,0.163557,4.891269,0.012794
79,180,45,677,4350,0.134673,0.8,0.210035,0.8,0.789965,0.332717,0.163176,4.902684,0.012816
80,180,45,674,4353,0.134076,0.8,0.210773,0.8,0.789227,0.333642,0.162605,4.919906,0.012901
81,180,45,672,4355,0.133678,0.8,0.211268,0.8,0.788732,0.334262,0.162224,4.931455,0.012961
82,180,45,669,4358,0.133081,0.8,0.212014,0.8,0.787986,0.335196,0.161653,4.948881,0.013019
83,180,45,667,4360,0.132684,0.8,0.212515,0.8,0.787485,0.335821,0.161272,4.960567,0.013141
84,180,45,666,4361,0.132485,0.8,0.212766,0.8,0.787234,0.336134,0.161081,4.96643,0.01332
85,180,45,663,4364,0.131888,0.8,0.213523,0.8,0.786477,0.337079,0.16051,4.984104,0.013342
86,180,45,660,4367,0.131291,0.8,0.214286,0.8,0.785714,0.338028,0.159939,5.001905,0.013361
87,180,45,658,4369,0.130893,0.8,0.214797,0.8,0.785203,0.338664,0.159558,5.013842,0.013467
88,180,45,656,4371,0.130495,0.8,0.215311,0.8,0.784689,0.339303,0.159177,5.025837,0.013505
89,180,45,654,4373,0.130097,0.8,0.215827,0.8,0.784173,0.339943,0.158797,5.03789,0.01352
90,180,45,652,4375,0.1297,0.8,0.216346,0.8,0.783654,0.340587,0.158416,5.05,0.013553
91,180,45,650,4377,0.129302,0.8,0.216867,0.8,0.783133,0.341232,0.158035,5.062169,0.013598
92,180,45,648,4379,0.128904,0.8,0.217391,0.8,0.782609,0.34188,0.157654,5.074396,0.013714
