"Instance_number","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,299,0,8589,0,1,1,0.033641,1,0.966359,0.065092,1,1,0.005052
1,294,5,7873,716,0.916638,0.983278,0.035999,0.983278,0.964001,0.069454,0.918879,1.070083,0.005127
2,289,10,7134,1455,0.830597,0.966555,0.038933,0.966555,0.961067,0.074851,0.835171,1.157314,0.005145
3,285,14,6429,2160,0.748516,0.953177,0.042449,0.953177,0.957551,0.081278,0.755401,1.261817,0.005287
4,285,14,6427,2162,0.748283,0.953177,0.042461,0.953177,0.957539,0.081301,0.755176,1.262193,0.005297
5,283,16,5695,2894,0.663057,0.946488,0.04734,0.946488,0.95266,0.09017,0.672592,1.407224,0.005374
6,281,18,4986,3603,0.58051,0.939799,0.053351,0.939799,0.946649,0.10097,0.592597,1.5859,0.005394
7,281,18,4985,3604,0.580394,0.939799,0.053361,0.939799,0.946639,0.100988,0.592484,1.586201,0.005503
8,277,22,4260,4329,0.495983,0.926421,0.061054,0.926421,0.938946,0.114557,0.510464,1.814863,0.00553
9,275,24,3524,5065,0.410292,0.919732,0.072387,0.919732,0.927613,0.134212,0.42743,2.151772,0.005534
10,275,24,3523,5066,0.410176,0.919732,0.072407,0.919732,0.927593,0.134245,0.427318,2.152339,0.005546
11,273,26,2815,5774,0.327745,0.913043,0.088407,0.913043,0.911593,0.161205,0.347435,2.627957,0.005555
12,271,28,2086,6503,0.242869,0.906355,0.114977,0.906355,0.885023,0.204066,0.265189,3.417768,0.005576
13,269,30,1372,7217,0.159739,0.899666,0.163924,0.899666,0.836076,0.27732,0.184631,4.872777,0.005646
14,269,30,1370,7219,0.159506,0.899666,0.164124,0.899666,0.835876,0.277606,0.184406,4.878723,0.005654
15,269,30,1368,7221,0.159273,0.899666,0.164325,0.899666,0.835675,0.277893,0.184181,4.884684,0.005659
16,269,30,1367,7222,0.159157,0.899666,0.164425,0.899666,0.835575,0.278036,0.184068,4.88767,0.005664
17,269,30,1366,7223,0.159041,0.899666,0.164526,0.899666,0.835474,0.27818,0.183956,4.890659,0.005673
18,269,30,1365,7224,0.158924,0.899666,0.164627,0.899666,0.835373,0.278324,0.183843,4.893652,0.005674
19,269,30,1363,7226,0.158691,0.899666,0.164828,0.899666,0.835172,0.278612,0.183618,4.899649,0.005699
20,269,30,1362,7227,0.158575,0.899666,0.164929,0.899666,0.835071,0.278756,0.183506,4.902653,0.005722
21,269,30,1361,7228,0.158458,0.899666,0.165031,0.899666,0.834969,0.278901,0.183393,4.905661,0.005782
22,269,30,1360,7229,0.158342,0.899666,0.165132,0.899666,0.834868,0.279046,0.183281,4.908672,0.005789
23,269,30,1358,7231,0.158109,0.899666,0.165335,0.899666,0.834665,0.279335,0.183056,4.914706,0.005794
24,269,30,1357,7232,0.157993,0.899666,0.165437,0.899666,0.834563,0.279481,0.182943,4.917729,0.005807
25,269,30,1356,7233,0.157876,0.899666,0.165538,0.899666,0.834462,0.279626,0.182831,4.920755,0.005813
26,269,30,1353,7236,0.157527,0.899666,0.165845,0.899666,0.834155,0.280062,0.182493,4.929857,0.005886
27,269,30,1352,7237,0.157411,0.899666,0.165947,0.899666,0.834053,0.280208,0.182381,4.932898,0.005916
28,269,30,1351,7238,0.157294,0.899666,0.166049,0.899666,0.833951,0.280354,0.182268,4.935943,0.00592
29,269,30,1349,7240,0.157061,0.899666,0.166255,0.899666,0.833745,0.280647,0.182043,4.942044,0.005923
30,269,30,1348,7241,0.156945,0.899666,0.166357,0.899666,0.833643,0.280793,0.181931,4.9451,0.005936
31,269,30,1347,7242,0.156829,0.899666,0.16646,0.899666,0.83354,0.28094,0.181818,4.948161,0.005941
32,269,30,1346,7243,0.156712,0.899666,0.166563,0.899666,0.833437,0.281087,0.181706,4.951224,0.005955
33,268,31,1343,7246,0.156363,0.896321,0.166356,0.896321,0.833644,0.280628,0.181256,4.945066,0.006023
34,268,31,1341,7248,0.15613,0.896321,0.166563,0.896321,0.833437,0.280922,0.181031,4.951213,0.006051
35,268,31,1340,7249,0.156014,0.896321,0.166667,0.896321,0.833333,0.28107,0.180918,4.954292,0.006054
36,268,31,1338,7251,0.155781,0.896321,0.166874,0.896321,0.833126,0.281365,0.180693,4.960462,0.006083
37,268,31,1336,7253,0.155548,0.896321,0.167082,0.896321,0.832918,0.281661,0.180468,4.966647,0.006096
38,268,31,1335,7254,0.155431,0.896321,0.167187,0.896321,0.832813,0.281809,0.180356,4.969745,0.006107
39,268,31,1333,7256,0.155199,0.896321,0.167395,0.896321,0.832605,0.282105,0.180131,4.975954,0.00611
40,268,31,1332,7257,0.155082,0.896321,0.1675,0.896321,0.8325,0.282254,0.180018,4.979064,0.006166
41,268,31,1331,7258,0.154966,0.896321,0.167605,0.896321,0.832395,0.282403,0.179905,4.982177,0.006186
42,268,31,1330,7259,0.154849,0.896321,0.16771,0.896321,0.83229,0.282551,0.179793,4.985295,0.006197
43,268,31,1328,7261,0.154616,0.896321,0.16792,0.896321,0.83208,0.28285,0.179568,4.991542,0.006231
44,267,32,1328,7261,0.154616,0.892977,0.167398,0.892977,0.832602,0.281943,0.179455,4.976035,0.00625
45,267,32,1327,7262,0.1545,0.892977,0.167503,0.892977,0.832497,0.282092,0.179343,4.979157,0.006263
46,267,32,1326,7263,0.154384,0.892977,0.167608,0.892977,0.832392,0.282241,0.17923,4.982282,0.00627
47,267,32,1325,7264,0.154267,0.892977,0.167714,0.892977,0.832286,0.28239,0.179118,4.985412,0.006356
