"Instance_number","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,341,0,7941,0,1,1,0.041174,1,0.958826,0.079091,1,1,0.008807
1,333,8,7248,693,0.912731,0.97654,0.043926,0.97654,0.956074,0.08407,0.915359,1.066838,0.008848
2,326,15,6575,1366,0.827981,0.956012,0.04724,0.956012,0.95276,0.09003,0.833253,1.147325,0.009131
3,319,22,5883,2058,0.740839,0.935484,0.051435,0.935484,0.948565,0.097509,0.748853,1.249222,0.009184
4,319,22,5882,2059,0.740713,0.935484,0.051443,0.935484,0.948557,0.097524,0.748732,1.249424,0.009252
5,313,28,5187,2754,0.653192,0.917889,0.056909,0.917889,0.943091,0.107173,0.664091,1.382173,0.009402
6,308,33,4496,3445,0.566176,0.903226,0.064113,0.903226,0.935887,0.119728,0.580053,1.557143,0.009491
7,304,37,3804,4137,0.479033,0.891496,0.074002,0.891496,0.925998,0.13666,0.496015,1.797314,0.009544
8,301,40,3114,4827,0.392142,0.882698,0.088141,0.882698,0.911859,0.160277,0.41234,2.140704,0.009593
9,301,40,3113,4828,0.392016,0.882698,0.088166,0.882698,0.911834,0.16032,0.412219,2.141331,0.009634
10,297,44,2414,5527,0.303992,0.870968,0.109554,0.870968,0.890446,0.194626,0.327336,2.660773,0.009641
11,291,50,1721,6220,0.216723,0.853372,0.144632,0.853372,0.855368,0.247344,0.242936,3.512739,0.009738
12,287,54,1019,6922,0.128321,0.841642,0.219755,0.841642,0.780245,0.348512,0.157691,5.337275,0.009815
13,287,54,1017,6924,0.12807,0.841642,0.220092,0.841642,0.779908,0.348936,0.15745,5.345461,0.009857
14,287,54,1016,6925,0.127944,0.841642,0.220261,0.841642,0.779739,0.349148,0.157329,5.349563,0.00992
15,287,54,1015,6926,0.127818,0.841642,0.22043,0.841642,0.77957,0.349361,0.157208,5.353672,0.010051
16,287,54,1014,6927,0.127692,0.841642,0.2206,0.841642,0.7794,0.349574,0.157088,5.357787,0.010072
17,287,54,1013,6928,0.127566,0.841642,0.220769,0.841642,0.779231,0.349787,0.156967,5.361908,0.010111
18,287,54,1012,6929,0.12744,0.841642,0.220939,0.841642,0.779061,0.35,0.156846,5.366036,0.010259
19,286,55,1011,6930,0.127314,0.83871,0.220509,0.83871,0.779491,0.349206,0.156605,5.355585,0.010348
20,286,55,1009,6932,0.127062,0.83871,0.220849,0.83871,0.779151,0.349633,0.156363,5.363856,0.010419
21,286,55,1006,6935,0.126684,0.83871,0.221362,0.83871,0.778638,0.350276,0.156001,5.376311,0.010482
22,286,55,1003,6938,0.126307,0.83871,0.221877,0.83871,0.778123,0.35092,0.155639,5.388824,0.010549
23,286,55,1001,6940,0.126055,0.83871,0.222222,0.83871,0.777778,0.351351,0.155397,5.397198,0.010698
24,286,55,1000,6941,0.125929,0.83871,0.222395,0.83871,0.777605,0.351567,0.155277,5.401395,0.010779
25,286,55,999,6942,0.125803,0.83871,0.222568,0.83871,0.777432,0.351784,0.155156,5.405598,0.010868
26,286,55,997,6944,0.125551,0.83871,0.222915,0.83871,0.777085,0.352217,0.154914,5.414025,0.010871
27,286,55,996,6945,0.125425,0.83871,0.223089,0.83871,0.776911,0.352434,0.154794,5.418248,0.010881
28,286,55,995,6946,0.125299,0.83871,0.223263,0.83871,0.776737,0.352651,0.154673,5.422477,0.01099
29,286,55,994,6947,0.125173,0.83871,0.223438,0.83871,0.776563,0.352869,0.154552,5.426714,0.011061
30,285,56,993,6948,0.125047,0.835777,0.223005,0.835777,0.776995,0.352069,0.154311,5.416202,0.011096
31,284,57,991,6950,0.124795,0.832845,0.222745,0.832845,0.777255,0.351485,0.153948,5.409897,0.011339
32,284,57,990,6951,0.124669,0.832845,0.22292,0.832845,0.77708,0.351703,0.153828,5.414143,0.011447
33,284,57,988,6953,0.124418,0.832845,0.22327,0.832845,0.77673,0.352139,0.153586,5.422656,0.011546
34,284,57,987,6954,0.124292,0.832845,0.223446,0.832845,0.776554,0.352357,0.153465,5.426923,0.011707
35,284,57,986,6955,0.124166,0.832845,0.223622,0.832845,0.776378,0.352576,0.153345,5.431196,0.011869
36,284,57,984,6957,0.123914,0.832845,0.223975,0.832845,0.776025,0.353014,0.153103,5.439762,0.011908
37,284,57,983,6958,0.123788,0.832845,0.224152,0.832845,0.775848,0.353234,0.152982,5.444056,0.011959
38,284,57,980,6961,0.12341,0.832845,0.224684,0.832845,0.775316,0.353894,0.15262,5.456977,0.012004
39,284,57,979,6962,0.123284,0.832845,0.224861,0.832845,0.775139,0.354115,0.152499,5.461298,0.012153
40,284,57,978,6963,0.123158,0.832845,0.22504,0.832845,0.77496,0.354336,0.152379,5.465625,0.012254
41,284,57,977,6964,0.123032,0.832845,0.225218,0.832845,0.774782,0.354557,0.152258,5.469959,0.012476
42,284,57,970,6971,0.122151,0.832845,0.226475,0.832845,0.773525,0.356113,0.151413,5.500493,0.012503
43,284,57,968,6973,0.121899,0.832845,0.226837,0.832845,0.773163,0.35656,0.151171,5.50928,0.012519
44,284,57,966,6975,0.121647,0.832845,0.2272,0.832845,0.7728,0.357008,0.15093,5.518095,0.012817
45,282,59,965,6976,0.121521,0.826979,0.226143,0.826979,0.773857,0.355164,0.150567,5.492417,0.012941
46,281,60,965,6976,0.121521,0.824047,0.225522,0.824047,0.774478,0.354127,0.150447,5.477333,0.013078
47,281,60,964,6977,0.121395,0.824047,0.225703,0.824047,0.774297,0.354351,0.150326,5.481732,0.013174
48,281,60,963,6978,0.121269,0.824047,0.225884,0.824047,0.774116,0.354574,0.150205,5.486139,0.013183
49,280,61,961,6980,0.121018,0.821114,0.225624,0.821114,0.774376,0.353982,0.149843,5.47983,0.013695
50,280,61,960,6981,0.120892,0.821114,0.225806,0.821114,0.774194,0.354206,0.149722,5.484249,0.01387
51,280,61,959,6982,0.120766,0.821114,0.225989,0.821114,0.774011,0.35443,0.149602,5.488676,0.013872
52,280,61,958,6983,0.12064,0.821114,0.226171,0.821114,0.773829,0.354655,0.149481,5.493109,0.013873
53,280,61,957,6984,0.120514,0.821114,0.226354,0.821114,0.773646,0.35488,0.14936,5.49755,0.013893
54,280,61,956,6985,0.120388,0.821114,0.226537,0.821114,0.773463,0.355105,0.149239,5.501998,0.014151
55,277,64,954,6987,0.120136,0.812317,0.22502,0.812317,0.77498,0.352417,0.148636,5.465156,0.014244
56,277,64,953,6988,0.12001,0.812317,0.225203,0.812317,0.774797,0.352642,0.148515,5.469599,0.01434
57,276,65,952,6989,0.119884,0.809384,0.224756,0.809384,0.775244,0.351816,0.148273,5.458729,0.014366
