"Instance_number","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,99,0,1579,0,1,1,0.058999,1,0.941001,0.111424,1,1,0
1,99,0,1578,1,0.999367,1,0.059034,1,0.940966,0.111486,0.999404,1.000596,0
2,99,0,1577,2,0.998733,1,0.059069,1,0.940931,0.111549,0.998808,1.001193,0
3,99,0,1576,3,0.9981,1,0.059104,1,0.940896,0.111612,0.998212,1.001791,0
4,99,0,1575,4,0.997467,1,0.05914,1,0.94086,0.111675,0.997616,1.002389,0
5,99,0,1574,5,0.996833,1,0.059175,1,0.940825,0.111738,0.99702,1.002989,0
6,99,0,1573,6,0.9962,1,0.059211,1,0.940789,0.111801,0.996424,1.003589,0
7,99,0,1572,7,0.995567,1,0.059246,1,0.940754,0.111864,0.995828,1.004189,0
8,99,0,1571,8,0.994934,1,0.059281,1,0.940719,0.111928,0.995232,1.00479,0
9,99,0,1570,9,0.9943,1,0.059317,1,0.940683,0.111991,0.994636,1.005392,0
10,99,0,1569,10,0.993667,1,0.059353,1,0.940647,0.112054,0.994041,1.005995,0
11,99,0,1568,11,0.993034,1,0.059388,1,0.940612,0.112118,0.993445,1.006599,0
12,99,0,1567,12,0.9924,1,0.059424,1,0.940576,0.112181,0.992849,1.007203,0
13,99,0,1566,13,0.991767,1,0.059459,1,0.940541,0.112245,0.992253,1.007808,0
14,99,0,1565,14,0.991134,1,0.059495,1,0.940505,0.112309,0.991657,1.008413,0
15,99,0,1564,15,0.9905,1,0.059531,1,0.940469,0.112372,0.991061,1.00902,0
16,99,0,1563,16,0.989867,1,0.059567,1,0.940433,0.112436,0.990465,1.009627,0
17,99,0,1562,17,0.989234,1,0.059603,1,0.940397,0.1125,0.989869,1.010235,0
18,99,0,1561,18,0.9886,1,0.059639,1,0.940361,0.112564,0.989273,1.010843,0
19,99,0,1560,19,0.987967,1,0.059675,1,0.940325,0.112628,0.988677,1.011453,0
20,99,0,1559,20,0.987334,1,0.05971,1,0.94029,0.112692,0.988081,1.012063,0
21,99,0,1558,21,0.9867,1,0.059747,1,0.940253,0.112756,0.987485,1.012674,0
22,99,0,1557,22,0.986067,1,0.059783,1,0.940217,0.112821,0.986889,1.013285,0
23,99,0,1556,23,0.985434,1,0.059819,1,0.940181,0.112885,0.986293,1.013897,0
24,99,0,1555,24,0.984801,1,0.059855,1,0.940145,0.112949,0.985697,1.01451,0
25,99,0,1554,25,0.984167,1,0.059891,1,0.940109,0.113014,0.985101,1.015124,0
