"Instance_number","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,308,0,7782,0,1,1,0.038072,1,0.961928,0.073351,1,1,0.010777
1,299,9,7134,648,0.916731,0.970779,0.040226,0.970779,0.959774,0.077251,0.918789,1.056586,0.01084
2,291,17,6477,1305,0.832305,0.944805,0.042996,0.944805,0.957004,0.08225,0.836588,1.129355,0.010999
3,291,17,6476,1306,0.832177,0.944805,0.043003,0.944805,0.956997,0.082261,0.836465,1.129522,0.011009
4,284,24,5842,1940,0.750707,0.922078,0.04636,0.922078,0.95364,0.088281,0.757231,1.217697,0.011078
5,275,33,5162,2620,0.663326,0.892857,0.050579,0.892857,0.949421,0.095735,0.672064,1.328529,0.011094
6,268,40,4513,3269,0.579928,0.87013,0.056055,0.87013,0.943945,0.105325,0.590977,1.472359,0.011133
7,261,47,3849,3933,0.494603,0.847403,0.063504,0.847403,0.936496,0.118153,0.508035,1.668002,0.011204
8,251,57,3182,4600,0.408892,0.814935,0.073114,0.814935,0.926886,0.134189,0.424351,1.920427,0.011218
9,243,65,2535,5247,0.325752,0.788961,0.087473,0.788961,0.912527,0.157485,0.343387,2.297586,0.011247
10,243,65,2534,5248,0.325623,0.788961,0.087505,0.788961,0.912495,0.157536,0.343263,2.298414,0.011252
11,243,65,2533,5249,0.325495,0.788961,0.087536,0.788961,0.912464,0.157588,0.34314,2.299242,0.011278
12,243,65,2531,5251,0.325238,0.788961,0.087599,0.788961,0.912401,0.15769,0.342892,2.300899,0.011328
13,243,65,2530,5252,0.325109,0.788961,0.087631,0.788961,0.912369,0.157741,0.342769,2.301729,0.011342
14,243,65,2529,5253,0.324981,0.788961,0.087662,0.788961,0.912338,0.157792,0.342645,2.302559,0.011374
15,243,65,2528,5254,0.324852,0.788961,0.087694,0.788961,0.912306,0.157843,0.342522,2.30339,0.011424
