"Instance_number","True Positives","False Negatives","False Positives","True Negatives","False Positive Rate","True Positive Rate","Precision","Recall","Fallout","FMeasure","Sample Size","Lift","Threshold"
0,330,0,8558,0,1,1,0.037129,1,0.962871,0.071599,1,1,0.007966
1,325,5,7820,738,0.913765,0.984848,0.039902,0.984848,0.960098,0.076696,0.916404,1.074688,0.008073
2,315,15,7087,1471,0.828114,0.954545,0.042556,0.954545,0.957444,0.08148,0.832808,1.146177,0.008118
3,315,15,7086,1472,0.827997,0.954545,0.042562,0.954545,0.957438,0.08149,0.832696,1.146332,0.008234
4,315,15,7085,1473,0.82788,0.954545,0.042568,0.954545,0.957432,0.081501,0.832583,1.146486,0.00824
5,308,22,6326,2232,0.739191,0.933333,0.046427,0.933333,0.953573,0.088455,0.7464,1.250447,0.008277
6,308,22,6325,2233,0.739075,0.933333,0.046434,0.933333,0.953566,0.088468,0.746287,1.250636,0.008322
7,305,25,5594,2964,0.653657,0.924242,0.051704,0.924242,0.948296,0.097929,0.663704,1.392552,0.008374
8,299,31,4866,3692,0.568591,0.906061,0.05789,0.906061,0.94211,0.108826,0.581121,1.559161,0.008405
9,299,31,4865,3693,0.568474,0.906061,0.057901,0.906061,0.942099,0.108846,0.581008,1.559463,0.008508
10,295,35,4114,4444,0.48072,0.893939,0.066909,0.893939,0.933091,0.124499,0.496062,1.802072,0.00852
11,292,38,3375,5183,0.394368,0.884848,0.079629,0.884848,0.920371,0.14611,0.412579,2.144678,0.008538
12,292,38,3373,5185,0.394134,0.884848,0.079673,0.884848,0.920327,0.146183,0.412354,2.145848,0.008545
13,288,42,2640,5918,0.308483,0.872727,0.098361,0.872727,0.901639,0.176796,0.329433,2.64918,0.00857
14,288,42,2638,5920,0.30825,0.872727,0.098428,0.872727,0.901572,0.176904,0.329208,2.650991,0.008583
15,288,42,2637,5921,0.308133,0.872727,0.098462,0.872727,0.901538,0.176959,0.329095,2.651897,0.008619
16,288,42,2636,5922,0.308016,0.872727,0.098495,0.872727,0.901505,0.177013,0.328983,2.652804,0.008639
17,288,42,2635,5923,0.307899,0.872727,0.098529,0.872727,0.901471,0.177067,0.32887,2.653712,0.008712
18,288,42,2634,5924,0.307782,0.872727,0.098563,0.872727,0.901437,0.177122,0.328758,2.65462,0.008742
19,286,44,1912,6646,0.223417,0.866667,0.130118,0.866667,0.869882,0.226266,0.2473,3.504519,0.008748
20,286,44,1908,6650,0.222949,0.866667,0.130356,0.866667,0.869644,0.226624,0.24685,3.510909,0.008771
21,286,44,1907,6651,0.222832,0.866667,0.130415,0.866667,0.869585,0.226714,0.246737,3.512509,0.008804
22,286,44,1906,6652,0.222716,0.866667,0.130474,0.866667,0.869526,0.226804,0.246625,3.514112,0.00881
23,286,44,1905,6653,0.222599,0.866667,0.130534,0.866667,0.869466,0.226894,0.246512,3.515716,0.008823
24,286,44,1904,6654,0.222482,0.866667,0.130594,0.866667,0.869406,0.226984,0.2464,3.517321,0.00883
25,284,46,1157,7401,0.135195,0.860606,0.197085,0.860606,0.802915,0.320723,0.162129,5.308166,0.008854
26,284,46,1155,7403,0.134961,0.860606,0.197359,0.860606,0.802641,0.321085,0.161904,5.315543,0.008888
27,284,46,1154,7404,0.134845,0.860606,0.197497,0.860606,0.802503,0.321267,0.161791,5.31924,0.008968
28,284,46,1152,7406,0.134611,0.860606,0.197772,0.860606,0.802228,0.321631,0.161566,5.326648,0.00899
29,284,46,1151,7407,0.134494,0.860606,0.197909,0.860606,0.802091,0.321813,0.161454,5.33036,0.008992
30,284,46,1148,7410,0.134143,0.860606,0.198324,0.860606,0.801676,0.322361,0.161116,5.341527,0.008997
31,284,46,1147,7411,0.134027,0.860606,0.198463,0.860606,0.801537,0.322544,0.161004,5.34526,0.009145
32,284,46,1146,7412,0.13391,0.860606,0.198601,0.860606,0.801399,0.322727,0.160891,5.348998,0.009169
